index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
4937,"Orpen, Sir William","Anatomical Study, Leg",Chalk on paper,1906,1.115,0.8,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-leg-t13373
4938,"Orpen, Sir William","Anatomical Study, Neck Muscles",Chalk on paper,1906,1.22,0.787,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-neck-muscles-t13374
4939,"Orpen, Sir William","Anatomical Study, Thigh Muscles",Chalk on paper,1906,1.118,0.81,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-thigh-muscles-t13375
4940,"Orpen, Sir William","Anatomical Study, Arm Muscles",Chalk on paper,1906,1.12,0.813,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-arm-muscles-t13376
4941,"Orpen, Sir William","Anatomical Study, Elbow Muscles",Chalk on paper,1906,1.225,0.788,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-elbow-muscles-t13377
4942,"Orpen, Sir William","Anatomical Study, Calf Muscles",Chalk on paper,1906,1.118,0.81,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-calf-muscles-t13378
4943,"Orpen, Sir William","Anatomical Study, Thigh Muscles",Chalk on paper,1906,1.12,0.815,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-thigh-muscles-t13379
4944,"Orpen, Sir William","Anatomical Study, Skull",Chalk on paper,1906,0.734,0.805,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-skull-t13380
4945,"Beerbohm, Sir Max",A Quiet Morning in the Tate Gallery,"Watercolour, graphite and ink on paper",1907,0.368,0.318,Male,1872,1926,http://www.tate.org.uk/art/artworks/beerbohm-a-quiet-morning-in-the-tate-gallery-n04165
4946,"Beerbohm, Sir Max",The New English Art Club,"Graphite, ink and watercolour on paper",1907,0.343,0.419,Male,1872,1952,http://www.tate.org.uk/art/artworks/beerbohm-the-new-english-art-club-n06075
4947,"Bishop, Henry","Sirocco, Tetuan",Oil paint on canvas,1907,0.305,0.356,Male,1868,1940,http://www.tate.org.uk/art/artworks/bishop-sirocco-tetuan-n05006
4948,"Bone, Sir Muirhead","The British Museum Reading Room, May 1907",Graphite and chalk on paper,1907,0.78,0.768,Male,1876,1931,http://www.tate.org.uk/art/artworks/bone-the-british-museum-reading-room-may-1907-n04587
4949,"Bone, Sir Muirhead",Demolition of St James's Hall (Exterior),Etching on paper,1907,0.298,0.278,Male,1876,1909,http://www.tate.org.uk/art/artworks/bone-demolition-of-st-jamess-hall-exterior-p01001
4950,"Fergusson, J.D.",Cafe-Concert des Ambassadeurs,Oil paint on board,1907,0.375,0.413,Male,1874,1949,http://www.tate.org.uk/art/artworks/fergusson-cafe-concert-des-ambassadeurs-n05880
4951,"Friedenson, Arthur",Runswick Bay,Oil paint on canvas,1907,1.025,1.537,Male,1872,1907,http://www.tate.org.uk/art/artworks/friedenson-runswick-bay-n02138
4952,"Gilman, Harold",French Interior,Oil paint on canvas,1907,0.615,0.52,Male,1876,1947,http://www.tate.org.uk/art/artworks/gilman-french-interior-n05783
4953,"Gilman, Harold",Edwardian Interior,Oil paint on canvas,1907,0.533,0.54,Male,1876,1956,http://www.tate.org.uk/art/artworks/gilman-edwardian-interior-t00096
4954,"Gonz<e1>lez, Joan",Strange Landscape,Pastel on paper,1907,0.318,0.241,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-strange-landscape-t01669
4955,"Gonz<e1>lez, Joan",Nude with Drapery,Pastel on paper,1907,0.318,0.244,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-nude-with-drapery-t01670
4956,"Gonz<e1>lez, Joan",Girl at a Fountain,Pastel on paper,1907,0.241,0.318,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-girl-at-a-fountain-t01671
4957,"Goodwin, Albert",Folkestone Harbour,Watercolour on paper,1907,0.254,0.384,Male,1845,1908,http://www.tate.org.uk/art/artworks/goodwin-folkestone-harbour-n02298
4958,"Holmes, Sir Charles John",The Red Ruin,Oil paint on canvas,1907,0.457,0.812,Male,1868,1917,http://www.tate.org.uk/art/artworks/holmes-the-red-ruin-n03170
4959,"Holroyd, Sir Charles","Mountain View from the Top of Glaramara, towards Langdale",Etching on paper,1907,0.092,0.356,Male,1861,1918,http://www.tate.org.uk/art/artworks/holroyd-mountain-view-from-the-top-of-glaramara-towards-langdale-p01022
4960,"John, Augustus, OM",Gossiping Women. Verso: A Satyr,Graphite and watercolour on paper. Verso: graphite on paper,1907,0.498,0.356,Male,1878,1924,http://www.tate.org.uk/art/artworks/john-gossiping-women-verso-a-satyr-n03886
4961,"John, Augustus, OM",W.B. Yeats,Oil paint on canvas,1907,0.508,0.457,Male,1878,1940,http://www.tate.org.uk/art/artworks/john-wb-yeats-n05218
4962,"John, Augustus, OM",W.B. Yeats,Graphite on paper,1907,0.353,0.253,Male,1878,1941,http://www.tate.org.uk/art/artworks/john-wb-yeats-n05298
4963,"De Karlowska, Stanislawa",Fried Fish Shop,Oil paint on canvas,1907,0.337,0.394,Female,1876,1954,http://www.tate.org.uk/art/artworks/de-karlowska-fried-fish-shop-n06238
4964,"Larionov, Michel",White Drawing,Gouache on paper,1907,0.229,0.34,Male,1881,1958,http://www.tate.org.uk/art/artworks/larionov-white-drawing-t00175
4965,"Legros, Alphonse",Memorial Portrait of Alfred Stevens,Graphite and chalk on paper,1907,0.286,0.21,Male,1837,1909,http://www.tate.org.uk/art/artworks/legros-memorial-portrait-of-alfred-stevens-n02433
4966,"Mackennal, Sir Bertram",The Earth and the Elements,Stone,1907,0.635,0.318,Male,1863,1907,http://www.tate.org.uk/art/artworks/mackennal-the-earth-and-the-elements-n02140
4967,"Mackennal, Sir Bertram",Diana Wounded,Marble,1907,1.473,0.819,Male,1863,1908,http://www.tate.org.uk/art/artworks/mackennal-diana-wounded-n02266
4968,"Maitland, Paul",Kensington Gardens: Vicinity of the Pond,Oil paint on canvas,1907,0.254,0.454,Male,1863,1928,http://www.tate.org.uk/art/artworks/maitland-kensington-gardens-vicinity-of-the-pond-n04398
4969,"Maitland, Paul",Kensington Gardens with Chairs and Figures,Oil paint on wood,1907,0.108,0.175,Male,1863,1983,http://www.tate.org.uk/art/artworks/maitland-kensington-gardens-with-chairs-and-figures-t03634
4970,"Matisse, Henri",Standing Nude,Oil paint on canvas,1907,0.921,0.648,Male,1869,1960,http://www.tate.org.uk/art/artworks/matisse-standing-nude-t00368
4971,"Munch, Edvard",The Sick Child,Oil paint on canvas,1907,1.187,1.21,Male,1863,1939,http://www.tate.org.uk/art/artworks/munch-the-sick-child-n05035
4972,"Nicholson, Sir William","Lady in Furs, Mme. P.",Oil paint on canvas,1907,0.908,0.705,Male,1872,1927,http://www.tate.org.uk/art/artworks/nicholson-lady-in-furs-mme-p-n03689
4973,"Orpen, Sir William",Lady Orpen,Oil paint on canvas,1907,0.972,0.864,Male,1878,1920,http://www.tate.org.uk/art/artworks/orpen-lady-orpen-n03549
4974,"Rouault, Georges",The Bride (Aunt Sallys),Oil paint on paper on canvas,1907,0.749,1.054,Male,1871,1935,http://www.tate.org.uk/art/artworks/rouault-the-bride-aunt-sallys-n04799
4975,"Shannon, Charles",Mrs Patrick Campbell,Oil paint on canvas,1907,1.226,1.086,Male,1863,1914,http://www.tate.org.uk/art/artworks/shannon-mrs-patrick-campbell-n02995
4976,"Sims, Charles",The Fountain,Oil paint on canvas,1907,1.022,1.276,Male,1873,1908,http://www.tate.org.uk/art/artworks/sims-the-fountain-n02260
4977,"Steer, Philip Wilson",The Church at Montreuil,Oil paint on canvas,1907,0.502,0.61,Male,1860,1953,http://www.tate.org.uk/art/artworks/steer-the-church-at-montreuil-n06141
4978,"Steer, Philip Wilson",The Outskirts of Montreuil,Oil paint on canvas,1907,0.965,1.219,Male,1860,1953,http://www.tate.org.uk/art/artworks/steer-the-outskirts-of-montreuil-n06184
4979,"Swynnerton, Annie Louisa",Oreads,Oil paint on canvas,1907,1.778,1.778,Female,1844,1922,http://www.tate.org.uk/art/artworks/swynnerton-oreads-n03619
4980,"Taylor, Leonard Campbell",The Rehearsal,Oil paint on canvas,1907,2.145,3.06,Male,1874,1907,http://www.tate.org.uk/art/artworks/taylor-the-rehearsal-n02137
4981,"Thomas, James Havard",Mrs Asher Wertheimer,Marble,1907,0.775,0.565,Male,1854,1908,http://www.tate.org.uk/art/artworks/thomas-mrs-asher-wertheimer-n02268
4982,"Unwin, Francis","The Ambulatory, Groote Kerke, Dordrecht",Graphite and watercolour on paper,1907,0.406,0.343,Male,1885,1926,http://www.tate.org.uk/art/artworks/unwin-the-ambulatory-groote-kerke-dordrecht-n04146
4983,"Short, Sir Frank",Mount St Gothard,Etching on paper,1907,0.176,0.255,Male,1857,1988,http://www.tate.org.uk/art/artworks/short-mount-st-gothard-t05055
4984,"Sickert, Walter Richard","Girl at a Window, Little Rachel",Oil paint on canvas,1907,0.508,0.406,Male,1860,1991,http://www.tate.org.uk/art/artworks/sickert-girl-at-a-window-little-rachel-t06447
4985,"Belcher, George",A Small Matter,Crayon and gouache on paper,1908,0.356,0.261,Male,1875,1927,http://www.tate.org.uk/art/artworks/belcher-a-small-matter-n04328
4986,"Clausen, Sir George",The Gleaners Returning,Oil paint on canvas,1908,0.838,0.66,Male,1852,1908,http://www.tate.org.uk/art/artworks/clausen-the-gleaners-returning-n02259
4987,"Corinth, Lovis",The Temptation of St Anthony after Gustave Flaubert,Oil paint on canvas,1908,1.353,2.003,Male,1858,1936,http://www.tate.org.uk/art/artworks/corinth-the-temptation-of-st-anthony-after-gustave-flaubert-n04831
4988,"Cowper, Frank Cadogan",Lucretia Borgia Reigns in the Vatican in the Absence of Pope Alexander VI,Oil paint on canvas,1908,2.21,1.537,Male,1877,1914,http://www.tate.org.uk/art/artworks/cowper-lucretia-borgia-reigns-in-the-vatican-in-the-absence-of-pope-alexander-vi-n02973
4989,"Dadd, Frank",Gold Lace has a Charm for the Fair,Watercolour on paper,1908,0.33,0.47,Male,1851,1908,http://www.tate.org.uk/art/artworks/dadd-gold-lace-has-a-charm-for-the-fair-n02264
4990,"Epstein, Sir Jacob",Euphemia Lamb,Bronze,1908,0.375,0.4,Male,1880,1917,http://www.tate.org.uk/art/artworks/epstein-euphemia-lamb-n03187
4991,"Forain, Jean-Louis",Counsel and Accused,Oil paint on canvas,1908,0.651,0.813,Male,1852,1935,http://www.tate.org.uk/art/artworks/forain-counsel-and-accused-n04789
4992,"Frelaut, Jean",Wedding Feast in Brittany,Oil paint on canvas,1908,0.895,1.308,Male,1879,1935,http://www.tate.org.uk/art/artworks/frelaut-wedding-feast-in-brittany-n04797
4993,"Goncharova, Natalya",Gardening,Oil paint on canvas,1908,1.029,1.232,Female,1881,1961,http://www.tate.org.uk/art/artworks/goncharova-gardening-t00468
4994,"Gonz<e1>lez, Joan",Three Ladies,Pastel on paper,1908,0.425,0.302,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-three-ladies-t01644
4995,"Gonz<e1>lez, Joan",Girl in a White Dress,Pastel on paper,1908,0.321,0.241,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-girl-in-a-white-dress-t01668
4996,"Gonz<e1>lez, Joan",The Chinchilla Collar,Pastel on paper,1908,0.318,0.241,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-the-chinchilla-collar-t01675
4997,"Gonz<e1>lez, Julio",Portrait of a Girl. Verso: The Frill,Pastel on paper. Verso: pastel and sanguine on paper,1908,0.394,0.279,Male,1876,1972,http://www.tate.org.uk/art/artworks/gonzalez-portrait-of-a-girl-verso-the-frill-t01592
4998,"Goodwin, Albert",Ely Cathedral,Watercolour on paper,1908,0.254,0.375,Male,1845,1908,http://www.tate.org.uk/art/artworks/goodwin-ely-cathedral-n02299
4999,"Gow, Mary",Marie-Antoinette,Watercolour on paper,1908,0.775,1.333,Female,1851,1908,http://www.tate.org.uk/art/artworks/gow-marie-antoinette-n02263
5000,"Gray, Ronald",My Mother,Oil paint on canvas,1908,0.737,0.61,Male,1868,1925,http://www.tate.org.uk/art/artworks/gray-my-mother-n04098
5001,"Hartwell, Charles Leonard",A Foul in the Giants' Race,Bronze on oak base,1908,0.26,0.216,Male,1873,1908,http://www.tate.org.uk/art/artworks/hartwell-a-foul-in-the-giants-race-n02267
5002,"Hughes-Stanton, Sir Herbert","A Pasturage among the Dunes, Pas de Calais, France",Oil paint on canvas,1908,1.448,2.159,Male,1870,1908,http://www.tate.org.uk/art/artworks/hughes-stanton-a-pasturage-among-the-dunes-pas-de-calais-france-n02261
5003,"Innes, James Dickson","South of France, Bozouls, near Rodez",Oil paint on canvas,1908,0.502,0.648,Male,1887,1919,http://www.tate.org.uk/art/artworks/innes-south-of-france-bozouls-near-rodez-n03468
5004,"Innes, James Dickson","Bozouls, near Rodez",Graphite and watercolour on paper,1908,0.349,0.457,Male,1887,1922,http://www.tate.org.uk/art/artworks/innes-bozouls-near-rodez-n03660
5005,"Innes, James Dickson",Twilight in Aveyron,Watercolour on paper,1908,0.241,0.394,Male,1887,1922,http://www.tate.org.uk/art/artworks/innes-twilight-in-aveyron-n03676
5006,"Innes, James Dickson",The Alhambra,"Graphite, ink, watercolour and pastel on paper",1908,0.324,0.203,Male,1887,1941,http://www.tate.org.uk/art/artworks/innes-lees-the-alhambra-n05308
5007,"John, Augustus, OM",Woman Smiling,Oil paint on canvas,1908,2.21,1.238,Male,1878,1917,http://www.tate.org.uk/art/artworks/john-woman-smiling-n03171
5008,"John, Augustus, OM",Nirvana,Graphite and watercolour on paper,1908,0.411,0.305,Male,1878,1917,http://www.tate.org.uk/art/artworks/john-nirvana-n03198
5009,"John, Augustus, OM",Dorelia,Graphite and watercolour on paper,1908,0.457,0.273,Male,1878,1940,http://www.tate.org.uk/art/artworks/john-dorelia-n05157
5010,"John, Augustus, OM",Dorelia,Graphite and watercolour on paper,1908,0.501,0.354,Male,1878,1940,http://www.tate.org.uk/art/artworks/john-dorelia-n05158
5011,"Kelly, Sir Gerald",Terrace at Monte Carlo,Oil paint on wood,1908,0.149,0.18,Male,1879,1983,http://www.tate.org.uk/art/artworks/kelly-terrace-at-monte-carlo-t03652
5012,"Kelly, Sir Gerald",Beach at Etret<e2>t,Oil paint on wood,1908,0.216,0.27,Male,1879,1983,http://www.tate.org.uk/art/artworks/kelly-beach-at-etretat-t03653
5013,"Knight, John William Buxton",Old December's Bareness Everywhere,Oil paint on canvas,1908,0.915,1.22,Male,1842,1908,http://www.tate.org.uk/art/artworks/knight-old-decembers-bareness-everywhere-n02262
5014,"Lee, Thomas Stirling",Margaret Clausen,Marble,1908,0.54,0.267,Male,1857,1929,http://www.tate.org.uk/art/artworks/lee-margaret-clausen-n04430
5015,"Maufra, Maxime",The Embankment of Lagny under Flood Water,Oil paint on canvas,1908,0.457,0.549,Male,1861,1938,http://www.tate.org.uk/art/artworks/maufra-the-embankment-of-lagny-under-flood-water-n04947
5016,"Parker, Harold",Ariadne,Marble,1908,1.041,1.422,Male,1873,1904,http://www.tate.org.uk/art/artworks/parker-ariadne-n02265
5017,"Pissarro, Lucien",Women in Roundel,Wood engraving on paper,1908,0.038,0.038,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-women-in-roundel-p08200
5018,"Pryde, James",Sketch for The Doctor',Gouache on paper,1908,0.149,0.114,Male,1866,1942,http://www.tate.org.uk/art/artworks/pryde-sketch-for-the-doctor-n05376
5019,"Rothenstein, Sir William",The Princess Badroulbadour,Oil paint on canvas,1908,1.41,1.194,Male,1872,1924,http://www.tate.org.uk/art/artworks/rothenstein-the-princess-badroulbadour-n03953
5020,"Rothenstein, Sir William","The White Cliffs, Vaucottes",Oil paint on canvas,1908,0.756,1.01,Male,1872,1943,http://www.tate.org.uk/art/artworks/rothenstein-the-white-cliffs-vaucottes-n05436
5021,"Rothenstein, Sir William",Working Drawing for the Boy in The Princess Badroulbadour',Chalk on paper,1908,0.381,0.283,Male,1872,1970,http://www.tate.org.uk/art/artworks/rothenstein-working-drawing-for-the-boy-in-the-princess-badroulbadour-t01248
5022,"Rothenstein, Sir William",Study for the Attendant in The Princess Badroulbadour',Chalk on paper,1908,0.387,0.281,Male,1872,1983,http://www.tate.org.uk/art/artworks/rothenstein-study-for-the-attendant-in-the-princess-badroulbadour-t03682
5023,"Sargent, John Singer",Miss Eliza Wedgwood and Miss Sargent Sketching,Watercolour and gouache on paper,1908,0.502,0.356,Male,1856,1922,http://www.tate.org.uk/art/artworks/sargent-miss-eliza-wedgwood-and-miss-sargent-sketching-n03658
5024,"Sargent, John Singer","Almina, Daughter of Asher Wertheimer",Oil paint on canvas,1908,1.34,1.01,Male,1856,1922,http://www.tate.org.uk/art/artworks/sargent-almina-daughter-of-asher-wertheimer-n03713
5025,"Sargent, John Singer",The Black Brook,Oil paint on canvas,1908,0.552,0.698,Male,1856,1935,http://www.tate.org.uk/art/artworks/sargent-the-black-brook-n04783
5026,"Sargent, John Singer",Val d'Aosta,Oil paint on canvas,1908,0.921,0.978,Male,1856,1935,http://www.tate.org.uk/art/artworks/sargent-val-daosta-n04791
5027,"Sickert, Walter Richard",Despair,Graphite on paper,1908,0.27,0.2,Male,1860,1917,http://www.tate.org.uk/art/artworks/sickert-despair-n03183
5028,"Sickert, Walter Richard",L'Americaine,Oil paint on canvas,1908,0.508,0.406,Male,1860,1940,http://www.tate.org.uk/art/artworks/sickert-lamericaine-n05090
5029,"Thomas, James Havard",The Offering,Graphite and watercolour on paper,1908,0.66,0.571,Male,1854,1917,http://www.tate.org.uk/art/artworks/thomas-the-offering-n03184
5030,"Tonks, Henry",Summer,Oil paint on canvas,1908,0.94,0.94,Male,1862,1931,http://www.tate.org.uk/art/artworks/tonks-summer-n04565
5031,"Von Herkomer, Sir Hubert",The Council of the Royal Academy,Oil paint on canvas,1908,2.972,6.223,Male,1849,1909,http://www.tate.org.uk/art/artworks/von-herkomer-the-council-of-the-royal-academy-n02481
5032,"Vuillard, Edouard",The Laden Table,Pastel on paper on board,1908,0.47,0.546,Male,1868,1940,http://www.tate.org.uk/art/artworks/vuillard-the-laden-table-n05145
5033,"Wood, F. Derwent",Psyche,Bronze,1908,1.753,0.521,Male,1871,1919,http://www.tate.org.uk/art/artworks/wood-psyche-n03451
5034,"Marquet, Albert",Bay of Naples,Oil paint on canvas,1908,0.648,0.775,Male,1875,1994,http://www.tate.org.uk/art/artworks/marquet-bay-of-naples-t06835
5035,"Goncharova, Natalya",City by Night,Oil paint on canvas,1908,0.18,0.115,Female,1881,2007,http://www.tate.org.uk/art/artworks/goncharova-city-by-night-t12388
5036,"Hine, Lewis","John Madison, 11 years old, 53 inches high. Beginning to sweep. Floyd Root, 10 years old, 50 inches high. Helps cousin spin every day after school","Photograph, gelatin silver print on paper",1908,0.127,0.168,Male,1874,2011,http://www.tate.org.uk/art/artworks/hine-john-madison-11-years-old-53-inches-high-beginning-to-sweep-floyd-root-10-years-old-p79934
5037,"Hine, Lewis","Glass works. Indianapolis, Indiana","Photograph, gelatin silver print on paper",1908,0.106,0.164,Male,1874,2011,http://www.tate.org.uk/art/artworks/hine-glass-works-indianapolis-indiana-p79935
5038,"Alma-Tadema, Sir Lawrence",A Favourite Custom,Oil on wood,1909,0.66,0.451,Male,1836,1909,http://www.tate.org.uk/art/artworks/alma-tadema-a-favourite-custom-n02675
5039,"Belcher, George",Well Mixed,Crayon and watercolour on paper,1909,0.295,0.215,Male,1875,1927,http://www.tate.org.uk/art/artworks/belcher-well-mixed-n04327
5040,"Braque, Georges",Mandora,Oil paint on canvas,1909,0.711,0.559,Male,1882,1966,http://www.tate.org.uk/art/artworks/braque-mandora-t00833
5041,"Braque, Georges",Glass on a Table,Oil paint on canvas,1909,0.331,0.372,Male,1882,1988,http://www.tate.org.uk/art/artworks/braque-glass-on-a-table-t05028
5042,"Cameron, Sir David",Turkish Fort,Etching on paper,1909,0.14,0.267,Male,1865,1924,http://www.tate.org.uk/art/artworks/cameron-turkish-fort-p01007
