index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
4787,"Stokes, Adrian",Autumn in the Mountains,Tempera on canvas,1903,0.8,1.067,Male,1854,1903,http://www.tate.org.uk/art/artworks/stokes-autumn-in-the-mountains-n01927
4788,"Strang, William",Mrs James MacLehose,Chalk and watercolour on paper,1903,0.416,0.273,Male,1859,1929,http://www.tate.org.uk/art/artworks/strang-mrs-james-maclehose-n04431
4789,"Tonks, Henry",A Girl's Head,Oil paint on canvas,1903,0.615,0.508,Male,1862,1917,http://www.tate.org.uk/art/artworks/tonks-a-girls-head-n03185
4790,"Wood, F. Derwent",Torso of a Girl,Plaster,1903,1.08,0.216,Male,1871,1983,http://www.tate.org.uk/art/artworks/wood-torso-of-a-girl-t03777
4791,"Rothenstein, Sir William",Mother and Child,Oil paint on canvas,1903,0.969,0.765,Male,1872,1988,http://www.tate.org.uk/art/artworks/rothenstein-mother-and-child-t05075
4792,"John, Augustus, OM",Dorelia Standing before a Fence,Oil paint on canvas,1903,2.02,1.22,Male,1878,2003,http://www.tate.org.uk/art/artworks/john-dorelia-standing-before-a-fence-t11761
4793,"De Belleroche, Count Albert",Olympia de la Fontaine,Oil paint on wood,1904,0.146,0.114,Male,1864,1955,http://www.tate.org.uk/art/artworks/de-belleroche-olympia-de-la-fontaine-t00003
4794,"Bevan, Robert",Morning over the Ploughed Fields,Oil paint on canvas mounted on hardboard,1904,0.219,0.264,Male,1865,1969,http://www.tate.org.uk/art/artworks/bevan-morning-over-the-ploughed-fields-t01121
4795,"Blanche, Jacques-Emile",Portraits of Charles Shannon and Charles Ricketts,Oil paint on canvas,1904,0.921,0.73,Male,1861,1937,http://www.tate.org.uk/art/artworks/blanche-portraits-of-charles-shannon-and-charles-ricketts-n04907
4796,"Blanche, Jacques-Emile",Charles Conder,Oil paint on canvas,1904,1.108,0.864,Male,1861,1947,http://www.tate.org.uk/art/artworks/blanche-charles-conder-n05754
4797,"Clausen, Sir George",A Frosty March Morning,Oil paint on canvas,1904,0.635,0.762,Male,1852,1929,http://www.tate.org.uk/art/artworks/clausen-a-frosty-march-morning-n04485
4798,"Clausen, Sir George",Gleaners Coming Home,Oil paint on canvas,1904,0.927,1.226,Male,1852,1929,http://www.tate.org.uk/art/artworks/clausen-gleaners-coming-home-n04486
4799,"Conder, Charles",Windy Day at Brighton,Oil paint on canvas,1904,0.635,0.914,Male,1868,1922,http://www.tate.org.uk/art/artworks/conder-windy-day-at-brighton-n03645
4800,"Conder, Charles",Gossip,Watercolour on fabric,1904,0.61,0.47,Male,1868,1917,http://www.tate.org.uk/art/artworks/conder-gossip-n03195
4801,"Dodd, Francis",A Smiling Woman,Oil paint on canvas,1904,0.608,0.51,Male,1874,1924,http://www.tate.org.uk/art/artworks/dodd-a-smiling-woman-n03957
4802,"East, Sir Alfred",Golden Autumn,Oil paint on canvas,1904,1.225,1.53,Male,1849,1938,http://www.tate.org.uk/art/artworks/east-golden-autumn-n04917
4803,"Friesz, Othon",The Castle of Falaise (Evening),Oil paint on canvas,1904,0.73,0.6,Male,1879,1953,http://www.tate.org.uk/art/artworks/friesz-the-castle-of-falaise-evening-n06179
4804,"Gonz<e1>lez, Joan",Twilight,Watercolour and gouache on paper,1904,0.318,0.483,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-twilight-t01647
4805,"Gonz<e1>lez, Joan",Landscape Known As The Iron Gate',Gouache on paper,1904,0.47,0.61,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-landscape-known-as-the-iron-gate-t01652
4806,"Gonz<e1>lez, Joan",Tree and Stone Hut,Ink on paper,1904,0.311,0.46,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-tree-and-stone-hut-t01676
4807,"Gonz<e1>lez, Joan",Two Olive Trees,Gouache on paper,1904,0.476,0.597,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-two-olive-trees-t01679
4808,"Gonz<e1>lez, Julio",Sleeping Girl,Pastel on paper,1904,0.483,0.308,Male,1876,1972,http://www.tate.org.uk/art/artworks/gonzalez-sleeping-girl-t01591
4809,"Gonz<e1>lez, Julio",Profile of a Girl in a Head-Dress,Pastel on paper,1904,0.362,0.267,Male,1876,1972,http://www.tate.org.uk/art/artworks/gonzalez-profile-of-a-girl-in-a-head-dress-t01594
4810,"Gore, Spencer",Dancing in the Street,"Graphite, ink and watercolour on paper",1904,0.251,0.355,Male,1878,1941,http://www.tate.org.uk/art/artworks/gore-dancing-in-the-street-n05307
4811,"Hartrick, Archibald Standish",The Penitents' Bench,Watercolour on paper,1904,0.267,0.365,Male,1864,1934,http://www.tate.org.uk/art/artworks/hartrick-the-penitents-bench-n04752
4812,"Hemy, Charles Napier",London River,Oil paint on canvas,1904,1.206,1.829,Male,1841,1904,http://www.tate.org.uk/art/artworks/hemy-london-river-n01946
4813,"Hornel, Edward Atkinson",Autumn,Oil paint on canvas,1904,1.168,1.022,Male,1864,1928,http://www.tate.org.uk/art/artworks/hornel-autumn-n04401
4814,"Housman, Laurence",The White Doe,Ink on paper,1904,0.14,0.083,Male,1861,1924,http://www.tate.org.uk/art/artworks/housman-the-white-doe-n03876
4815,"Housman, Laurence",The Rat-Catcher's Daughter,Ink on paper,1904,0.152,0.092,Male,1861,1924,http://www.tate.org.uk/art/artworks/housman-the-rat-catchers-daughter-n03877
4816,"John, Gwen",Chloe Boughton-Leigh,Oil paint on canvas,1904,0.584,0.381,Female,1876,1925,http://www.tate.org.uk/art/artworks/john-chloe-boughton-leigh-n04088
4817,"John, Gwen",Cat,Graphite and watercolour on paper,1904,0.111,0.137,Female,1876,1940,http://www.tate.org.uk/art/artworks/john-cat-n05154
4818,"John, Gwen",Cat,Graphite and watercolour on paper,1904,0.165,0.117,Female,1876,1940,http://www.tate.org.uk/art/artworks/john-cat-n05155
4819,"John, Gwen",Cat,Graphite and watercolour on paper,1904,0.123,0.16,Female,1876,1957,http://www.tate.org.uk/art/artworks/john-cat-t00156
4820,"Kelly, Sir Gerald",Boulevard Montparnasse,Oil paint on wood,1904,0.18,0.12,Male,1879,1983,http://www.tate.org.uk/art/artworks/kelly-boulevard-montparnasse-t03650
4821,"Le Sidaner, Henri",Moonlight at Gerberoy,Oil paint on canvas,1904,0.654,0.813,Male,1862,1922,http://www.tate.org.uk/art/artworks/le-sidaner-moonlight-at-gerberoy-n03657
4822,"Liebermann, Max",After Bathing,Oil paint on canvas,1904,0.629,0.911,Male,1847,1980,http://www.tate.org.uk/art/artworks/liebermann-after-bathing-t03077
4823,"Pegram, Henry Alfred",Sibylla Fatidica,Marble and crystal ball,1904,1.625,1.225,Male,1862,1904,http://www.tate.org.uk/art/artworks/pegram-sibylla-fatidica-n01945
4824,"Rackham, Arthur",The Dance in Cupid's Alley,Pen and ink and watercolour on paper,1904,0.464,0.771,Male,1867,1909,http://www.tate.org.uk/art/artworks/rackham-the-dance-in-cupids-alley-n02479
4825,"Sargent, John Singer","Riva Degli Schiavoni, Venice",Watercolour on paper,1904,0.254,0.356,Male,1856,1919,http://www.tate.org.uk/art/artworks/sargent-riva-degli-schiavoni-venice-n03406
4826,"Sargent, John Singer",Venetian Fishing Boats,Graphite and watercolour on paper,1904,0.489,0.349,Male,1856,1919,http://www.tate.org.uk/art/artworks/sargent-venetian-fishing-boats-n03407
4827,"Sargent, John Singer","The Piazzetta, Venice",Watercolour on paper,1904,0.343,0.537,Male,1856,1919,http://www.tate.org.uk/art/artworks/sargent-the-piazzetta-venice-n03408
4828,"Sargent, John Singer",Mrs Wertheimer,Oil paint on canvas,1904,1.632,1.079,Male,1856,1922,http://www.tate.org.uk/art/artworks/sargent-mrs-wertheimer-n03706
4829,"Swynnerton, Annie Louisa",New Risen Hope,Oil paint on canvas,1904,0.57,0.519,Female,1844,1924,http://www.tate.org.uk/art/artworks/swynnerton-new-risen-hope-n03952
4830,"Thornycroft, Sir Hamo",Study for the Statue of Cecil Rhodes,Plaster,1904,0.248,0.089,Male,1850,1926,http://www.tate.org.uk/art/artworks/thornycroft-study-for-the-statue-of-cecil-rhodes-n04217
4831,"Wardle, Arthur",Fate,Oil paint on canvas,1904,0.946,1.48,Male,1864,1904,http://www.tate.org.uk/art/artworks/wardle-fate-n01947
4832,"Alexander, Edwin",Peacock and Python,Watercolour on paper,1905,1.018,1.78,Male,1870,1905,http://www.tate.org.uk/art/artworks/alexander-peacock-and-python-n01965
4833,"Aumonier, James",The Black Mountains,Oil paint on canvas,1905,1.219,1.829,Male,1832,1905,http://www.tate.org.uk/art/artworks/aumonier-the-black-mountains-n01962
4834,"Bone, Sir Muirhead",Ballantrae School House,Oil paint on canvas,1905,0.251,0.356,Male,1876,1931,http://www.tate.org.uk/art/artworks/bone-ballantrae-school-house-n04577
4835,"Bone, Sir Muirhead",Somerset House,Intaglio print on paper,1905,0.305,0.286,Male,1876,1918,http://www.tate.org.uk/art/artworks/bone-somerset-house-p03007
4836,"Bundy, Edgar",The Morning of Sedgemoor,Oil paint on canvas,1905,1.524,1.264,Male,1862,1905,http://www.tate.org.uk/art/artworks/bundy-the-morning-of-sedgemoor-n01960
4837,"Bussy, Simon",Lady Strachey,Oil paint on canvas,1905,0.87,0.743,Male,1870,1946,http://www.tate.org.uk/art/artworks/bussy-lady-strachey-n05662
4838,"Cezanne, Paul",Montagne Sainte Victoire,Watercolour on paper,1905,0.362,0.549,Male,1839,1941,http://www.tate.org.uk/art/artworks/cezanne-montagne-sainte-victoire-n05303
4839,"Conder, Charles",Spring by the Sea,Oil paint on canvas,1905,0.506,0.918,Male,1868,1931,http://www.tate.org.uk/art/artworks/conder-spring-by-the-sea-n04578
4840,"Conder, Charles",Gibraltar from Algeciras,Oil paint on canvas,1905,0.749,0.94,Male,1868,1938,http://www.tate.org.uk/art/artworks/conder-gibraltar-from-algeciras-n04939
4841,"Conder, Charles",Spanish Set,Lithograph on paper,1905,0.295,0.451,Male,1868,1917,http://www.tate.org.uk/art/artworks/conder-spanish-set-p01018
4842,"Cowper, Frank Cadogan",St Agnes in Prison Receiving from Heaven the Shining White Garment',Oil paint on canvas,1905,0.743,0.451,Male,1877,1905,http://www.tate.org.uk/art/artworks/cowper-st-agnes-in-prison-receiving-from-heaven-the-shining-white-garment-n01961
4843,"Derain, Andre",Henri Matisse,Oil paint on canvas,1905,0.46,0.349,Male,1880,1958,http://www.tate.org.uk/art/artworks/derain-henri-matisse-t00165
4844,"Gonz<e1>lez, Joan",Nude with a Veil,Pastel on paper,1905,0.541,0.314,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-nude-with-a-veil-t01648
4845,"Gonz<e1>lez, Joan",Nude Seated by a Tree,Pastel on paper,1905,0.251,0.162,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-nude-seated-by-a-tree-t01649
4846,"Gonz<e1>lez, Joan",A Large Cloud,Pastel on paper,1905,0.311,0.483,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-a-large-cloud-t01650
4847,"Gonz<e1>lez, Joan",Arid Landscape,Pastel on paper,1905,0.324,0.498,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-arid-landscape-t01653
4848,"Gonz<e1>lez, Joan",Four Trees,Watercolour and gouache on paper,1905,0.479,0.622,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-four-trees-t01654
4849,"Gonz<e1>lez, Joan",Girl with Black Gloves,Pastel on paper. Verso: pastel on paper,1905,0.483,0.168,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-girl-with-black-gloves-t01663
4850,"Gonz<e1>lez, Joan",Two Women,Pastel on paper,1905,0.483,0.305,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-two-women-t01667
4851,"Gonz<e1>lez, Joan",The Enclosure (The Wall of Enclosure),Pastel on paper,1905,0.324,0.495,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-the-enclosure-the-wall-of-enclosure-t01677
4852,"Gonz<e1>lez, Joan",Black and Pink Trees,Pastel on paper,1905,0.505,0.324,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-black-and-pink-trees-t01678
4853,"Gonz<e1>lez, Julio",Woman Dressing,Pastel on paper,1905,0.448,0.27,Male,1876,1972,http://www.tate.org.uk/art/artworks/gonzalez-woman-dressing-t01590
4854,"Holroyd, Sir Charles",Langstrath,Etching on paper,1905,0.203,0.302,Male,1861,1918,http://www.tate.org.uk/art/artworks/holroyd-langstrath-p01021
4855,"Kerr, Charles Henry Malcolm",The Visitor,Oil paint on canvas,1905,0.762,0.321,Male,1858,1936,http://www.tate.org.uk/art/artworks/kerr-the-visitor-n04848
4856,"Maillol, Aristide",Torso of the Monument to Blanqui,Lead,1905,1.206,0.692,Male,1861,1928,http://www.tate.org.uk/art/artworks/maillol-torso-of-the-monument-to-blanqui-n04415
4857,"Matisse, Henri",Andre Derain,Oil paint on canvas,1905,0.394,0.289,Male,1869,1954,http://www.tate.org.uk/art/artworks/matisse-andre-derain-n06241
4858,"O'Connor, Andrew",The Golden Head,Bronze,1905,0.359,0.249,Male,1874,1934,http://www.tate.org.uk/art/artworks/oconnor-the-golden-head-n04730
4859,"Picasso, Pablo",Girl in a Chemise,Oil paint on canvas,1905,0.727,0.6,Male,1881,1933,http://www.tate.org.uk/art/artworks/picasso-girl-in-a-chemise-n04720
4860,"Picasso, Pablo",Horse with a Youth in Blue,Watercolour and gouache on paper,1905,0.498,0.321,Male,1881,1933,http://www.tate.org.uk/art/artworks/picasso-horse-with-a-youth-in-blue-n04721
4861,"Picasso, Pablo",Circus Artist and Child,Ink and watercolour on paper,1905,0.168,0.105,Male,1881,1983,http://www.tate.org.uk/art/artworks/picasso-circus-artist-and-child-t03571
4862,"Pissarro, Lucien",Boy Breaking a Stick,Wood engraving on paper,1905,0.064,0.058,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-boy-breaking-a-stick-p08193
4863,"Pissarro, Lucien",Consultation,Wood engraving on paper,1905,0.064,0.07,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-consultation-p08194
4864,"Pissarro, Lucien",Consultation,Wood engraving on paper,1905,0.051,0.051,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-consultation-p08195
4865,"Pissarro, Lucien",Consultation,Wood engraving on paper,1905,0.083,0.086,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-consultation-p08196
4866,"Pissarro, Lucien",L'Amour manille,Wood engraving on paper,1905,0.073,0.064,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-lamour-manille-p08197
4867,"Pissarro, Lucien",Bookplate and New Year Card,Wood engraving on paper,1905,0.064,0.064,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-bookplate-and-new-year-card-p08198
4868,"Pissarro, Lucien",Liseuse,Wood engraving on paper,1905,0.064,0.041,Male,1863,1982,http://www.tate.org.uk/art/artworks/pissarro-liseuse-p08199
4869,"Ricketts, Charles",Orpheus and Eurydice,Bronze,1905,0.337,0.241,Male,1866,1914,http://www.tate.org.uk/art/artworks/ricketts-orpheus-and-eurydice-n03005
4870,"Ricketts, Charles",Mother and Child,Bronze on wooden base,1905,0.229,0.089,Male,1866,1917,http://www.tate.org.uk/art/artworks/ricketts-mother-and-child-n03188
4871,"Rodin, Auguste",Lord Howard de Walden,Bronze,1905,0.525,0.521,Male,1840,1939,http://www.tate.org.uk/art/artworks/rodin-lord-howard-de-walden-n05034
4872,"Sargent, John Singer","Hylda, Almina and Conway, Children of Asher Wertheimer",Oil paint on canvas,1905,1.88,1.333,Male,1856,1922,http://www.tate.org.uk/art/artworks/sargent-hylda-almina-and-conway-children-of-asher-wertheimer-n03712
4873,"Sargent, John Singer",The Mountains of Moab,Oil paint on canvas,1905,0.654,1.111,Male,1856,1957,http://www.tate.org.uk/art/artworks/sargent-the-mountains-of-moab-t00124
4874,"Sargent, John Singer",The Plains of Esdraelon,Oil paint on canvas,1905,0.711,1.105,Male,1856,1957,http://www.tate.org.uk/art/artworks/sargent-the-plains-of-esdraelon-t00125
4875,"Sickert, Walter Richard",Mrs Barrett,Pastel on paper on board,1905,0.54,0.711,Male,1860,1940,http://www.tate.org.uk/art/artworks/sickert-mrs-barrett-n05127
4876,"Solomon, Solomon J.",A Family Group: The Artist's Wife and Children: Papa Painting!',Oil paint on canvas,1905,1.613,1.753,Male,1860,1938,http://www.tate.org.uk/art/artworks/solomon-a-family-group-the-artists-wife-and-children-papa-painting-n04916
4877,"Steer, Philip Wilson",Chepstow Castle,Oil paint on canvas,1905,0.765,0.918,Male,1860,1909,http://www.tate.org.uk/art/artworks/steer-chepstow-castle-n02473
4878,"Steer, Philip Wilson",The Music Room,Oil paint on canvas,1905,1.022,1.27,Male,1860,1912,http://www.tate.org.uk/art/artworks/steer-the-music-room-n02872
4879,"Steer, Philip Wilson",Chepstow,Graphite and watercolour on paper,1905,0.251,0.362,Male,1860,1915,http://www.tate.org.uk/art/artworks/steer-chepstow-n03019
4880,"Steer, Philip Wilson",Nutting,Oil paint on canvas,1905,0.689,0.921,Male,1860,1941,http://www.tate.org.uk/art/artworks/steer-nutting-n05290
4881,"Zuloaga, Ignacio",View of the Escorial,Oil paint on canvas,1905,0.292,0.406,Male,1870,1923,http://www.tate.org.uk/art/artworks/zuloaga-view-of-the-escorial-n01357
4882,"Sargent, John Singer",Portrait of Ena Wertheimer: A Vele Gonfie,Oil paint on canvas,1905,1.63,1.08,Male,1856,1996,http://www.tate.org.uk/art/artworks/sargent-portrait-of-ena-wertheimer-a-vele-gonfie-t07104
4883,"Orpen, Sir William",Anita,Oil paint on canvas,1905,0.76,0.557,Male,1878,1996,http://www.tate.org.uk/art/artworks/orpen-anita-t07136
4884,"Anrep, Boris",Varvara Theodossieva,Charcoal on paper,1906,0.743,0.502,Male,1883,1969,http://www.tate.org.uk/art/artworks/anrep-varvara-theodossieva-t01181
4885,"Bacon, John Henry F.",Michael Lewis Myers,Oil paint on canvas,1906,0.702,0.832,Male,1868,1971,http://www.tate.org.uk/art/artworks/bacon-michael-lewis-myers-t01450
4886,"Bell, Robert Anning",The Listeners,Watercolour on paper,1906,0.495,0.749,Male,1863,1906,http://www.tate.org.uk/art/artworks/bell-the-listeners-n02073
4887,"Blanche, Jacques-Emile",Thomas Hardy,Oil paint on canvas,1906,0.918,0.73,Male,1861,1921,http://www.tate.org.uk/art/artworks/blanche-thomas-hardy-n03580
4888,"Bone, Sir Muirhead","Study for The Great Gantry, Charing Cross Station'",Graphite and crayon on paper,1906,0.262,0.378,Male,1876,1908,http://www.tate.org.uk/art/artworks/bone-study-for-the-great-gantry-charing-cross-station-n02300
4889,"Brock, Sir Thomas","Thomas Gainsborough, R.A.",Marble,1906,2.102,0.864,Male,1847,1906,http://www.tate.org.uk/art/artworks/brock-thomas-gainsborough-ra-n02074
4890,"Cezanne, Paul",The Gardener Vallier,Oil paint on canvas,1906,0.654,0.549,Male,1839,1933,http://www.tate.org.uk/art/artworks/cezanne-the-gardener-vallier-n04724
4891,"Craig, Frank",The Heretic,Oil paint on canvas,1906,0.817,1.473,Male,1874,1906,http://www.tate.org.uk/art/artworks/craig-the-heretic-n02071
4892,"Derain, Andre",The Pool of London,Oil paint on canvas,1906,0.657,0.991,Male,1880,1951,http://www.tate.org.uk/art/artworks/derain-the-pool-of-london-n06030
4893,"Farquharson, David",Birnam Wood,Oil paint on canvas,1906,1.676,2.444,Male,1839,1906,http://www.tate.org.uk/art/artworks/farquharson-birnam-wood-n02072
4894,"Gilbert, Sir Alfred",Mrs Macloghlin,Bronze on marble base,1906,0.438,0.216,Male,1854,1915,http://www.tate.org.uk/art/artworks/gilbert-mrs-macloghlin-n03039
4895,"Gonz<e1>lez, Joan",A Tower,Watercolour on paper,1906,0.298,0.473,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-a-tower-t01651
4896,"Gonz<e1>lez, Joan",Fantastic Landscape,Pastel on paper,1906,0.327,0.502,Male,1868,1972,http://www.tate.org.uk/art/artworks/gonzalez-fantastic-landscape-t01657
4897,"Hammershoi, Vilhelm","Interior, Sunlight on the Floor",Oil paint on canvas,1906,0.518,0.44,Male,1864,1930,http://www.tate.org.uk/art/artworks/hammershoi-interior-sunlight-on-the-floor-n04509
4898,"Holroyd, Sir Charles","Alcantara Bridge, Toledo",Etching on paper,1906,0.089,0.165,Male,1861,1918,http://www.tate.org.uk/art/artworks/holroyd-alcantara-bridge-toledo-p01020
4899,"Holroyd, Sir Charles",Wooded Landscape,Watercolour on paper,1906,0.311,0.508,Male,1861,1974,http://www.tate.org.uk/art/artworks/holroyd-wooded-landscape-t01925
4900,"Kelly, Sir Gerald",Alex and Demary Dancing in a Music Hall at Algiers,Oil paint on wood,1906,0.148,0.18,Male,1879,1983,http://www.tate.org.uk/art/artworks/kelly-alex-and-demary-dancing-in-a-music-hall-at-algiers-t03651
4901,"Kupka, Frantisek",The Waterfall,Oil paint on canvas,1906,0.648,0.648,Male,1871,1959,http://www.tate.org.uk/art/artworks/kupka-the-waterfall-t00257
4902,"Lawes-Wittewronge, Sir Charles, Bt",The Death of Dirce,Bronze,1906,2.527,1.727,Male,1843,1911,http://www.tate.org.uk/art/artworks/lawes-wittewronge-the-death-of-dirce-n02871
4903,"Leslie, George Dunlop",The Deserted Mill,Oil paint on canvas,1906,1.194,0.94,Male,1835,1906,http://www.tate.org.uk/art/artworks/leslie-the-deserted-mill-n02070
4904,"Maccoll, Dugald Sutherland",A Belfry at Dinan,Graphite and watercolour on paper,1906,0.302,0.229,Male,1859,1918,http://www.tate.org.uk/art/artworks/maccoll-a-belfry-at-dinan-n03322
4905,"Maccoll, Dugald Sutherland","St Catherine's Quay, Honfleur",Watercolour and graphite on paper,1906,0.229,0.305,Male,1859,1930,http://www.tate.org.uk/art/artworks/maccoll-st-catherines-quay-honfleur-n04508
4906,"Maclaren, Donald",D.S. MacColl,Oil paint on canvas,1906,0.536,0.34,Male,1886,1947,http://www.tate.org.uk/art/artworks/maclaren-ds-maccoll-n05778
4907,"Maitland, Paul","By Hyde Park Gate, Kensington Gardens",Oil paint on wood,1906,0.099,0.18,Male,1863,1983,http://www.tate.org.uk/art/artworks/maitland-by-hyde-park-gate-kensington-gardens-t03630
4908,"Maitland, Paul","Autumn, Kensington Gardens",Oil paint on wood,1906,0.102,0.173,Male,1863,1983,http://www.tate.org.uk/art/artworks/maitland-autumn-kensington-gardens-t03632
4909,"Mancini, Antonio",Self-Portrait,Oil paint on paper,1906,0.546,0.378,Male,1852,1958,http://www.tate.org.uk/art/artworks/mancini-self-portrait-t00213
4910,"Reynolds-Stephens, Sir William",A Royal Game,"Bronze, wood and stone",1906,2.407,2.33,Male,1862,1911,http://www.tate.org.uk/art/artworks/reynolds-stephens-a-royal-game-n02788
4911,"Rodin, Auguste",Mrs Charles Hunter,Marble,1906,0.876,0.565,Male,1840,1925,http://www.tate.org.uk/art/artworks/rodin-mrs-charles-hunter-n04116
4912,"Rothenstein, Sir William",Jews Mourning in a Synagogue,Oil paint on canvas,1906,1.275,1.155,Male,1872,1907,http://www.tate.org.uk/art/artworks/rothenstein-jews-mourning-in-a-synagogue-n02116
4913,"Rothenstein, Sir William",Auguste Rodin,Chalk on paper,1906,0.368,0.311,Male,1872,1910,http://www.tate.org.uk/art/artworks/rothenstein-auguste-rodin-n02683
4914,"Rouault, Georges",Landscape,Watercolour and pastel on paper,1906,0.175,0.216,Male,1871,1944,http://www.tate.org.uk/art/artworks/rouault-landscape-n05458
4915,"Rutherston, Albert",Laundry Girls,Oil paint on canvas,1906,0.915,1.17,Male,1881,1939,http://www.tate.org.uk/art/artworks/rutherston-laundry-girls-n04996
4916,"Sickert, Walter Richard",Woman Washing her Hair,Oil paint on canvas,1906,0.457,0.381,Male,1860,1940,http://www.tate.org.uk/art/artworks/sickert-woman-washing-her-hair-n05091
4917,"Sickert, Walter Richard",La Hollandaise,Oil paint on canvas,1906,0.511,0.406,Male,1860,1983,http://www.tate.org.uk/art/artworks/sickert-la-hollandaise-t03548
4918,"Simmonds, William G.",The Seeds of Love,Graphite and watercolour on paper,1906,0.591,0.464,Male,1876,1907,http://www.tate.org.uk/art/artworks/simmonds-the-seeds-of-love-n02139
4919,"Steer, Philip Wilson",Yorkshire Moorland,Watercolour and gouache on paper,1906,0.254,0.375,Male,1860,1923,http://www.tate.org.uk/art/artworks/steer-yorkshire-moorland-n03321
4920,"Swynnerton, Annie Louisa",Miss Elizabeth Williamson on a Pony,Oil paint on canvas,1906,1.682,1.312,Female,1844,1939,http://www.tate.org.uk/art/artworks/swynnerton-miss-elizabeth-williamson-on-a-pony-n05019
4921,"Wiens, Stephen M.",Girl and Lizard,Bronze on wooden base,1906,0.14,0.502,Male,1871,1907,http://www.tate.org.uk/art/artworks/wiens-girl-and-lizard-n02141
4922,"Woodville, Richard Caton",General Wolfe Climbing the Heights of Abraham on the Morning of the Battle of Quebec,"Watercolour, gouache and ink on paper",1906,0.432,0.686,Male,1856,1940,http://www.tate.org.uk/art/artworks/woodville-general-wolfe-climbing-the-heights-of-abraham-on-the-morning-of-the-battle-of-n05203
4923,"Nicholson, Sir William","Wadham College, from the Back",Crayon and watercolour on paper,1906,0.27,0.341,Male,1872,1997,http://www.tate.org.uk/art/artworks/nicholson-wadham-college-from-the-back-t11002
4924,"Sander, August",August Sander,"Photograph, gelatin silver print on paper",1906,0.194,0.152,Male,1876,2010,http://www.tate.org.uk/art/artworks/sander-august-sander-p20346
4925,"Orpen, Sir William","Anatomical Study, Hanging Man",Chalk on paper,1906,1.22,0.787,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-hanging-man-t13361
4926,"Orpen, Sir William","Anatomical Study, Turning Man after Michelangelo",Chalk on paper,1906,1.305,0.786,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-turning-man-after-michelangelo-t13362
4927,"Orpen, Sir William","Anatomical Study, Turning Man",Chalk on paper,1906,1.328,0.79,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-turning-man-t13363
4928,"Orpen, Sir William",Anatomical Study after Michelangelo,Chalk on paper,1906,0.79,1.336,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-after-michelangelo-t13364
4929,"Orpen, Sir William","Anatomical Study, Male Torso",Chalk on paper,1906,1.12,0.803,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-male-torso-t13365
4930,"Orpen, Sir William",Anatomical Study after A Woman',Chalk on paper,1906,0.79,1.35,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-after-a-woman-t13366
4931,"Orpen, Sir William","Anatomical Study, Torso",Chalk on paper,1906,1.207,0.79,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-torso-t13367
4932,"Orpen, Sir William","Anatomical Study, Bending Man",Chalk on paper,1906,1.12,0.8,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-bending-man-t13368
4933,"Orpen, Sir William","Anatomical Study, Skulls",Chalk on paper,1906,1.18,0.788,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-skulls-t13369
4934,"Orpen, Sir William","Anatomical Study, Arm",Chalk on paper,1906,1.19,0.79,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-arm-t13370
4935,"Orpen, Sir William","Anatomical Study, Pectineus",Chalk on paper,1906,1.117,0.8,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-pectineus-t13371
4936,"Orpen, Sir William","Anatomical Study, Leg in Action",Chalk on paper,1906,1.12,0.8,Male,1878,2011,http://www.tate.org.uk/art/artworks/orpen-anatomical-study-leg-in-action-t13372
