index,url,name,appearances,current,sex,join_date,join_year,years,status,death ,return,Notes
55,http://marvel.wikia.com/Rita_DeMara_(Earth-616)#,Rita DeMara,68,NO,female,Nov-88,1988,35,honorary,death,return,Killed by Iron Man when he was controlled by Immortus. Revived during Chaos war. 
56,http://marvel.wikia.com/Dennis_Dunphy_(Earth-616)#,Dennis Dunphy,70,NO,male,Jan-88,1988,35,full,death,return,"Died in Captain_America_348. Actually ""Dunphy miraculously survived the crash and lived with an Inuit tribe."" Second death when killed by Sharon Carter.  "
57,http://marvel.wikia.com/Gilgamesh_(Earth-616)#,,61,NO,male,Feb-89,1989,34,full,death,return,Killed by Neut who was working for Immortus. Reborn into a new body. 
58,http://marvel.wikia.com/Reed_Richards_(Earth-616)#,Reed Richards,2125,YES,male,Feb-89,1989,34,full,no_death,no_return,NA
59,http://marvel.wikia.com/Susan_Storm_(Earth-616)#,Susan Richards (nee Storm),1761,NO,male,Feb-89,1989,34,full,no_death,no_return,NA
60,http://marvel.wikia.com/Wendell_Vaughn_(Earth-616)#,Wendell Elvis Vaughn,293,NO,male,Oct-89,1989,34,full,death,return,Killed by the Cosmic Assassin. Actually turned into a being composed of pure energy. 
61,http://marvel.wikia.com/Ashley_Crawford_(Earth-616)#,Ashley Crawford,36,YES,female,Jul-89,1989,34,full,no_death,no_return,NA
62,http://marvel.wikia.com/Dinah_Soar_(Earth-616)#,,22,NO,female,Jul-89,1989,34,full,death,no_return,Died in Great_Lakes_Avengers_Vol_1_1. Has not returned
63,http://marvel.wikia.com/DeMarr_Davis_(Earth-616)#,DeMarr Davis,31,YES,male,Jul-89,1989,34,full,death,return,Sacrificed self so that Mr. Immortal could stop the villain Maelstrom. Returned as the Angel of Death. 
64,http://marvel.wikia.com/Val_Ventura_(Earth-616)#,Val Ventura,34,YES,male,Jul-89,1989,34,full,no_death,no_return,NA
65,http://marvel.wikia.com/Craig_Hollis_(Earth-616)#,Craig Hollis,33,YES,male,Jul-89,1989,34,full,no_death,no_return,Christ; where to begin. His superpower is that he cannot die when he dies he immediately comes back. The Wikia inventories 24 deaths. These will be excluded from the analysis. 
66,http://marvel.wikia.com/Gene_Lorrene_(Earth-616)#,Gene Lorrene,4,NO,male,5-Apr,2005,18,full,no_death,no_return,NA
67,http://marvel.wikia.com/Doreen_Green_(Earth-616)#,Dorreen Green,47,NO,female,5-May,2005,18,full,no_death,no_return,NA
68,http://marvel.wikia.com/Monkey_Joe_(Earth-616)#,,7,NO,male,5-May,2005,18,full,death,no_return,Killed by Leather Boy
69,http://marvel.wikia.com/Doug_Taggert_(Earth-616)#,Doug Taggert,3,NO,male,5-May,2005,18,full,death,no_return,Accidently killed by Zaran
70,http://marvel.wikia.com/Tippy-Toe_(Earth-616)#,,16,NO,female,5-Jul,2005,18,full,no_death,no_return,NA
71,http://marvel.wikia.com/Wade_Wilson_(Earth-616)#,Wade Wilson,575,NO,male,7-Sep,2007,16,full,death,no_return,Died during incursion. It's not ever particulalry clear if he ever joined an Avengers team besides one issue so his inclusion here is specious at best. 
72,http://marvel.wikia.com/Greg_Willis_(Earth-616)#,Greg Willis,58,NO,male,9-Aug,2009,14,full,no_death,no_return,Died on Battleworld and came back prior to joining avengers
73,http://marvel.wikia.com/Sersi_(Earth-616)#,Circe,237,NO,female,Feb-90,1990,33,full,no_death,no_return,NA
74,http://marvel.wikia.com/Peter_Parker_(Earth-616)#,Peter Benjamin Parker,4333,YES,male,Apr-90,1990,33,full,death,return,Since joining the New Avengers: First death Killed by Morlun. Ressurected in a brand new body. Died in Amazing Spider-Man #700. Eventually mainfested in his body that Octavious stole and then took over again. 
